gstin,is_fraud,fraud_type,xgb_score,anomaly_score,graph_risk_score,in_circular_ring,rule_score,rule_flags,flag_count,ensemble_score,models_agreeing,risk_level,lstm_score
10LAFBL1324C5ZT,1,circular_trading,83.07,21.98,36.98,0,8,Invoice match rate 81%,1,40.82,1,MEDIUM,16.47
13UGOZY0355W2ZB,1,circular_trading,62.31,4.99,61.81,1,8,2 missing return(s),1,36.48,2,MEDIUM,18.07
09MTTSK0911T3ZL,1,circular_trading,77.73,22.12,40.88,0,8,1 missing return(s),1,40.11,1,MEDIUM,16.52
09AUBSQ7652A2ZO,1,circular_trading,84.94,16.8,36.14,0,8,2 missing return(s),1,39.88,1,MEDIUM,14.73
20QLIAU6068K1ZT,1,circular_trading,76.2,27.83,40.34,0,0,No flags,0,39.37,1,MEDIUM,15.1
06ZDKTK9283W8ZK,1,circular_trading,73.27,16.47,50.88,0,8,1 missing return(s),1,39.73,1,MEDIUM,16.53
19IBZLF7285A2Z5,1,circular_trading,73.7,18.56,48.04,0,8,2 missing return(s),1,39.51,1,MEDIUM,14.68
19BWJNH6629M7ZB,1,circular_trading,75.8,20.87,46.89,0,0,No flags,0,39.18,1,MEDIUM,15.31
03XLZHF9457W7ZW,1,circular_trading,66.89,24.07,44.11,0,16,1 missing return(s) | Invoice match rate 83%,2,39.18,1,MEDIUM,15.56
13XIALH9577C6ZD,1,circular_trading,85.77,7.33,43.45,0,0,No flags,0,38.46,1,MEDIUM,15.6
12ALJOT7642C4ZK,1,circular_trading,81.01,8.53,38.97,0,16,1 missing return(s) | Invoice match rate 81%,2,38.88,1,MEDIUM,15.62
13POUHL6569B4ZO,1,circular_trading,75.24,14.34,45.06,0,8,Invoice match rate 84%,1,38.48,1,MEDIUM,15.64
05MBCQV9147S9ZF,1,circular_trading,71.61,16.11,43.23,0,16,1 missing return(s) | Invoice match rate 83%,2,39.0,1,MEDIUM,19.06
37BCLCR5220Q1ZH,1,circular_trading,72.28,20.31,42.78,0,8,1 missing return(s),1,38.26,1,MEDIUM,14.13
09PRKQV9351O2Z3,1,circular_trading,67.22,37.51,26.92,0,16,1 missing return(s) | Invoice match rate 80%,2,38.43,1,MEDIUM,15.3
19JLAWL8443N1ZK,1,circular_trading,77.57,9.39,40.41,0,16,1 missing return(s) | Invoice match rate 80%,2,38.55,1,MEDIUM,17.6
27JDAIW0543X7Z8,0,none,48.96,33.58,36.45,0,48,4 missing returns (high) | Invoice match rate 82% | New company (1yr) with high turnover,3,39.16,1,MEDIUM,13.82
18AXCSB6153B4ZC,1,circular_trading,75.19,18.02,44.02,0,0,No flags,0,37.75,1,MEDIUM,15.42
23REZPF3930K5ZM,1,circular_trading,87.7,19.82,24.07,0,0,No flags,0,37.5,1,MEDIUM,15.3
21TIXUD3330S3ZD,1,circular_trading,73.55,16.48,42.36,0,8,2 missing return(s),1,37.78,1,MEDIUM,14.94
19VIDDQ8069N7ZH,0,none,67.52,25.07,46.83,0,0,No flags,0,37.6,1,MEDIUM,15.28
06YHIHS9101U7ZH,1,circular_trading,71.21,20.67,45.870000000000005,0,0,No flags,0,37.62,1,MEDIUM,16.18
05GNVNT2662T7Z4,1,circular_trading,68.42,15.29,44.22,0,16,1 missing return(s) | Invoice match rate 84%,2,37.65,1,MEDIUM,14.76
22MTLER5062M9ZK,1,circular_trading,73.26,20.43,36.620000000000005,0,8,Invoice match rate 78%,1,37.48,1,MEDIUM,16.72
18BTOEE8536F2ZX,1,circular_trading,75.67,10.63,42.75,0,8,Invoice match rate 82%,1,37.25,1,MEDIUM,15.22
03PPZVC9308X3ZG,1,circular_trading,80.98,7.53,38.31,0,8,1 missing return(s),1,37.55,1,MEDIUM,18.95
04XALTF9152M7Z9,1,circular_trading,70.61,18.26,42.010000000000005,0,8,2 missing return(s),1,37.2,1,MEDIUM,14.78
11ITMSA4648D3Z7,1,circular_trading,76.11,6.67,40.98,0,16,1 missing return(s) | Invoice match rate 83%,2,37.88,1,MEDIUM,20.01
07LIWHY4847B6ZO,0,none,64.59,30.5,37.42,0,8,Invoice match rate 85%,1,37.15,1,MEDIUM,15.54
33CYZXZ3915X7ZJ,1,circular_trading,73.94,13.35,41.21,0,8,1 missing return(s),1,37.01,1,MEDIUM,15.43
10WEIYH5093T2ZZ,1,circular_trading,70.85,15.98,42.82,0,8,1 missing return(s),1,37.12,1,MEDIUM,16.44
36EEDCG1857K6ZT,1,circular_trading,76.11,13.94,41.49,0,0,No flags,0,36.59,1,MEDIUM,15.63
29ONOPP6883I1ZZ,1,circular_trading,68.18,19.27,42.39,0,8,Invoice match rate 77%,1,36.75,1,MEDIUM,14.51
13GHLOE0165L3Z7,1,circular_trading,56.43,13.97,64.07,1,8,1 missing return(s),1,36.91,1,MEDIUM,15.33
21OUBUZ8271M4ZU,1,circular_trading,75.33,24.88,21.6,0,16,2 missing return(s) | Invoice match rate 82%,2,36.94,1,MEDIUM,15.55
06YEDQT1921S4ZU,1,circular_trading,77.75,8.67,38.84,0,8,Invoice match rate 83%,1,36.61,1,MEDIUM,15.55
11WGSXH1788Z7ZU,1,circular_trading,75.47,15.08,39.61,0,0,No flags,0,36.25,1,MEDIUM,15.76
27BERKE6961K6ZS,1,circular_trading,75.82,3.98,40.61,0,16,1 missing return(s) | Invoice match rate 82%,2,36.78,1,MEDIUM,16.6
12THUPA4720C6ZV,1,circular_trading,73.98,11.25,40.120000000000005,0,8,1 missing return(s),1,36.31,1,MEDIUM,15.3
32RYSMU5151N8ZM,1,circular_trading,63.07,28.06,43.24,0,0,No flags,0,36.11,1,MEDIUM,15.07
16AIATD3671H6ZQ,1,circular_trading,75.84,11.71,41.71,0,0,No flags,0,35.99,1,MEDIUM,14.88
06VOJEO1251V2ZU,1,circular_trading,72.82,11.43,40.42,0,8,2 missing return(s),1,36.69,1,MEDIUM,21.52
19MEHJF6852N1ZY,1,circular_trading,75.98,13.49,38.67,0,0,No flags,0,35.93,1,MEDIUM,16.6
37ENHUE2896U3ZU,1,circular_trading,71.39,10.8,42.19,0,8,Invoice match rate 85%,1,35.9,1,MEDIUM,15.46
14GNSXL3746F2ZV,1,circular_trading,75.12,13.69,38.79,0,0,No flags,0,35.59,1,MEDIUM,15.13
13XZKLA1461S7Z4,1,circular_trading,65.59,17.74,42.93,0,8,2 missing return(s),1,36.18,1,MEDIUM,18.8
20XUAZX7936A1Z7,1,circular_trading,70.37,14.25,39.23,0,8,Invoice match rate 77%,1,35.68,1,MEDIUM,15.25
23HKBXU5910T6ZJ,1,circular_trading,74.94,8.05,39.010000000000005,0,8,1 missing return(s),1,35.61,1,MEDIUM,14.96
08KPJHL9274K4ZV,1,circular_trading,73.1,10.46,38.57,0,8,1 missing return(s),1,35.88,1,MEDIUM,18.79
03MLEHB5307O5Z4,1,circular_trading,68.19,23.9,23.99,0,20,3 missing returns (high),1,35.69,1,MEDIUM,14.93
03NODSY5018N2ZN,1,circular_trading,73.87,8.83,38.15,0,8,Invoice match rate 78%,1,35.31,1,MEDIUM,15.3
18XRTKI8432G6ZE,1,circular_trading,78.07,11.6,28.83,0,8,1 missing return(s),1,35.06,1,MEDIUM,14.66
19VTDTM9438A9ZC,1,circular_trading,78.8,16.17,27.97,0,0,No flags,0,34.89,1,MEDIUM,15.41
36LNLWB3873T2ZU,1,circular_trading,59.78,46.61,23.58,0,0,No flags,0,34.67,0,MEDIUM,12.9
21ZFNRO6667N6ZO,1,circular_trading,66.78,18.38,36.7,0,8,1 missing return(s),1,35.35,1,MEDIUM,19.15
17XVWEQ9358R8ZL,1,circular_trading,67.08,9.76,39.93,0,16,1 missing return(s) | Invoice match rate 84%,2,35.4,1,MEDIUM,17.88
11IQJJG7525I4Z5,0,none,20.74,73.95,45.1,0,8,1 missing return(s),1,35.42,1,MEDIUM,17.26
05TMITS3792J5ZK,1,circular_trading,66.82,11.94,37.38,0,16,2 missing return(s) | Invoice match rate 81%,2,37.5,1,MEDIUM,40.4
19GDZBX0901R2ZR,1,circular_trading,75.44,3.05,38.89,0,8,Invoice match rate 82%,1,34.71,1,MEDIUM,15.67
06VHQVZ2396A2ZJ,1,circular_trading,63.77,17.11,41.03,0,8,2 missing return(s),1,35.08,1,MEDIUM,18.77
12EGDLL8784B2Z4,1,circular_trading,73.45,8.77,35.77,0,8,2 missing return(s),1,35.0,1,MEDIUM,18.88
15EWPJE8762M1ZK,1,circular_trading,62.33,13.9,41.31,0,16,1 missing return(s) | Invoice match rate 82%,2,35.06,1,MEDIUM,16.52
06TELBY3179T9Z2,1,circular_trading,71.59,24.46,17.66,0,16,1 missing return(s) | Invoice match rate 83%,2,34.82,1,MEDIUM,15.19
07FGYYI7139D8Z8,1,circular_trading,69.61,5.5,39.29,0,16,2 missing return(s) | Invoice match rate 81%,2,34.84,1,MEDIUM,15.46
37TDYPW2992Q7Z4,1,circular_trading,70.04,13.48,35.45,0,8,1 missing return(s),1,34.52,1,MEDIUM,14.59
12MAAUE6469Z1ZM,0,none,35.05,67.99,22.54,0,20,4 missing returns (high),1,35.09,1,MEDIUM,14.61
11YSQUA1400U3ZT,1,circular_trading,74.33,3.33,43.510000000000005,0,0,No flags,0,34.15,1,MEDIUM,15.49
24ADUXR1124Y5ZA,1,missing_returns,29.26,22.31,75.07,1,20,4 missing returns (high),1,43.34,1,MEDIUM,99.43
07CDVXM1903G7ZQ,0,none,45.99,31.4,41.82,0,20,4 missing returns (high),1,35.18,0,MEDIUM,20.73
29YKPKX0336W5ZZ,1,circular_trading,70.82,20.65,29.78,0,0,No flags,0,33.86,1,MEDIUM,15.23
23ENYNF3212D5ZL,0,none,34.76,52.41,43.620000000000005,0,8,1 missing return(s),1,34.17,0,MEDIUM,13.36
17UYEAY3424O2ZC,1,circular_trading,71.87,6.98,36.97,0,8,Invoice match rate 83%,1,34.05,1,MEDIUM,15.38
37OFUYG1830O9ZK,1,circular_trading,69.18,18.14,29.52,0,8,1 missing return(s),1,34.01,1,MEDIUM,14.86
01WDIWE3550L4ZG,0,none,13.12,77.37,36.73,0,28,2 missing return(s) | New company (1yr) with high turnover,2,35.05,1,MEDIUM,15.27
10MCXKC8227X3ZR,1,circular_trading,65.37,17.25,35.66,0,8,1 missing return(s),1,34.03,1,MEDIUM,14.98
01KFWCR4586Q2Z3,0,none,5.69,77.89,46.48,0,28,2 missing return(s) | New company (1yr) with high turnover,2,35.12,1,MEDIUM,15.72
32YVRMN5911N7ZX,1,circular_trading,71.15,7.69,36.99,0,8,Invoice match rate 82%,1,33.97,1,MEDIUM,15.11
09BWXIT8984T3ZQ,1,circular_trading,71.69,7.99,35.71,0,8,Invoice match rate 79%,1,34.05,1,MEDIUM,16.47
17WJFZT5245Z8Z0,1,circular_trading,69.79,7.43,43.14,0,0,No flags,0,33.59,1,MEDIUM,15.26
11JRGHP4102R4Z5,1,circular_trading,74.36,8.48,30.87,0,8,1 missing return(s),1,33.8,1,MEDIUM,15.55
07EGFTE8659K7ZZ,1,circular_trading,68.53,16.27,31.09,0,8,Invoice match rate 83%,1,33.76,1,MEDIUM,15.02
24MMGNL4882Q6ZB,1,circular_trading,68.58,6.9,40.15,0,8,Invoice match rate 83%,1,33.72,1,MEDIUM,15.14
10RGBPK2028V5Z4,1,circular_trading,75.16,0.05,37.41,0,8,1 missing return(s),1,33.71,1,MEDIUM,16.45
10KEBOU6107M3Z1,1,circular_trading,73.35,0.37,39.55,0,8,1 missing return(s),1,33.61,1,MEDIUM,15.39
11BADWG1490M3ZS,1,circular_trading,69.4,7.79,42.260000000000005,0,0,No flags,0,33.38,1,MEDIUM,15.51
36GRHBI4517V9ZS,1,circular_trading,63.76,11.48,41.67,0,8,1 missing return(s),1,33.91,1,MEDIUM,18.07
02PSZSF1030K5ZK,1,circular_trading,68.47,14.85,35.980000000000004,0,0,No flags,0,33.28,1,MEDIUM,15.53
32AMNPV8789L4ZT,0,none,23.13,63.27,41.38,0,16,1 missing return(s) | Invoice match rate 84%,2,34.41,1,MEDIUM,18.83
13JIZHG2232E2ZZ,1,circular_trading,71.42,15.44,30.23,0,0,No flags,0,32.99,1,MEDIUM,15.2
17IVYWV9139G9ZJ,1,circular_trading,60.63,14.59,41.05,0,8,2 missing return(s),1,33.25,1,MEDIUM,15.45
13HRFHS2812E1ZN,1,circular_trading,69.3,4.59,38.67,0,8,2 missing return(s),1,33.14,1,MEDIUM,15.49
37IMRGZ8196Y9ZS,1,circular_trading,70.54,8.63,36.96,0,0,No flags,0,32.8,1,MEDIUM,16.12
32HMOZY8771C6Z1,0,none,14.88,77.37,40.36,0,8,2 missing return(s),1,32.64,1,MEDIUM,9.95
05OJIBJ4031Q3Z3,0,none,56.75,13.6,40.72,0,16,2 missing return(s) | Invoice match rate 79%,2,32.99,0,MEDIUM,14.57
36YLZHN8577T4Z8,0,none,11.99,79.9,41.36,0,8,Invoice match rate 79%,1,32.87,1,MEDIUM,13.17
20GEDFM9332B2Z4,1,circular_trading,64.39,6.58,41.15,0,8,1 missing return(s),1,32.76,1,MEDIUM,16.6
14DPYYP3730O4ZK,1,circular_trading,64.04,5.11,42.98,0,8,1 missing return(s),1,32.69,1,MEDIUM,16.15
16SHVJR9577W1Z4,0,none,55.69,26.93,37.6,0,0,No flags,0,32.45,0,MEDIUM,15.51
19JRVDY8516E1Z2,1,circular_trading,67.09,9.31,39.23,0,0,No flags,0,32.33,1,MEDIUM,15.29
07JUTMZ9036H5ZB,1,circular_trading,62.25,17.36,37.760000000000005,0,0,No flags,0,32.3,1,MEDIUM,14.99
14JWZLB6172H7Z5,0,none,13.17,70.89,40.120000000000005,0,20,4 missing returns (high),1,35.84,1,MEDIUM,42.63
36OATZL0213U2ZB,1,circular_trading,24.94,22.45,83.83,1,0,No flags,0,32.54,1,MEDIUM,16.72
27AVTGU6684U5Z2,0,none,15.85,63.58,44.84,0,16,1 missing return(s) | Invoice match rate 83%,2,32.82,1,MEDIUM,16.56
13SOCFE7820V9ZB,1,circular_trading,67.01,10.01,36.33,0,0,No flags,0,31.84,1,MEDIUM,15.41
23PPFOX7698V7ZC,0,none,13.18,73.91,42.27,0,8,Invoice match rate 83%,1,31.97,1,MEDIUM,11.76
33FNUER9652R8ZA,1,circular_trading,69.25,11.68,25.83,0,8,Invoice match rate 83%,1,31.84,1,MEDIUM,15.31
12CXELU6244Y7Z2,1,circular_trading,58.18,19.05,38.64,0,0,No flags,0,31.72,0,MEDIUM,15.79
04DOBMT9001F8ZH,0,none,21.1,60.7,39.13,0,16,1 missing return(s) | Invoice match rate 84%,2,32.5,1,MEDIUM,16.48
16KMLUW5877Q8ZY,1,circular_trading,60.07,11.9,38.02,0,8,1 missing return(s),1,31.89,1,MEDIUM,16.11
09HZSRD4144D6ZY,1,circular_trading,61.49,14.19,38.25,0,0,No flags,0,31.44,1,MEDIUM,14.57
33OYQKJ8111O1ZW,1,circular_trading,63.7,8.98,40.19,0,0,No flags,0,31.58,1,MEDIUM,16.53
05GTCMI2702E9ZM,1,circular_trading,59.65,12.36,37.43,0,8,1 missing return(s),1,31.94,0,MEDIUM,18.11
05ZHYSF3511Y9Z0,1,circular_trading,58.64,9.44,41.5,0,8,Invoice match rate 85%,1,31.64,0,MEDIUM,15.58
15PXPQJ9555E6Z6,1,circular_trading,53.2,16.24,41.49,0,8,2 missing return(s),1,31.55,0,MEDIUM,16.11
02QGHWN3560B7ZZ,1,missing_returns,20.35,20.48,75.64,1,20,4 missing returns (high),1,40.38,1,MEDIUM,99.33
29DZNND4965M4ZL,1,circular_trading,65.75,5.02,39.44,0,0,No flags,0,31.11,1,MEDIUM,16.06
29CSPTJ2298U4Z2,1,circular_trading,61.96,8.92,40.2,0,0,No flags,0,30.93,1,MEDIUM,15.33
11XBBJO6962D6Z4,0,none,5.13,73.99,44.86,0,16,1 missing return(s) | Invoice match rate 78%,2,32.13,1,MEDIUM,18.85
17LLVTD1501Q4ZK,0,none,7.77,72.54,47.22,0,8,2 missing return(s),1,31.26,1,MEDIUM,13.05
02VDYHH2305S4ZQ,1,circular_trading,70.62,7.75,23.35,0,8,2 missing return(s),1,31.16,1,MEDIUM,18.57
14IZQFB1464W6ZV,1,circular_trading,58.18,20.57,27.74,0,8,2 missing return(s),1,30.85,0,MEDIUM,14.83
29YTQTA5031I4Z6,0,none,21.54,65.67,28.95,0,16,2 missing return(s) | Invoice match rate 85%,2,31.15,1,MEDIUM,13.12
32BKYMB5830J2Z6,0,none,35.54,26.02,46.58,0,20,4 missing returns (high),1,31.43,0,MEDIUM,15.94
24MHUAQ9936R1ZS,0,none,14.01,69.68,40.23,0,8,2 missing return(s),1,31.28,1,MEDIUM,16.17
04VXFGA3217D2ZW,0,none,43.1,17.18,46.2,0,16,1 missing return(s) | Invoice match rate 82%,2,31.23,0,MEDIUM,18.0
20DSQKC9140J2ZL,0,none,3.3,73.5,43.05,0,20,3 missing returns (high),1,30.92,1,MEDIUM,10.92
23ETYUX8501H8ZH,0,none,53.33,21.08,25.1,0,20,4 missing returns (high),1,30.94,0,MEDIUM,15.83
12ADDQX2594W2ZL,0,none,13.59,61.71,39.82,0,20,4 missing returns (high),1,30.86,1,MEDIUM,12.45
08WUWIC9198M2ZL,0,none,8.12,70.22,46.05,0,8,Invoice match rate 82%,1,30.64,1,MEDIUM,13.48
33RLJMY9218N9ZN,1,circular_trading,58.98,15.06,34.620000000000005,0,0,No flags,0,30.07,0,MEDIUM,14.49
19JFCAO6585W8ZM,1,circular_trading,69.12,8.11,22.44,0,8,1 missing return(s),1,30.36,1,MEDIUM,16.2
36NJVNT9563U2Z8,1,circular_trading,59.26,11.96,37.17,0,0,No flags,0,30.12,0,MEDIUM,15.29
22DPKHL6913T8ZA,0,none,21.01,51.18,46.620000000000005,0,8,1 missing return(s),1,30.7,0,MEDIUM,16.04
29PZNAF2452L5ZT,0,none,38.57,21.86,46.0,0,16,1 missing return(s) | Invoice match rate 84%,2,30.52,0,MEDIUM,14.63
27DNAWO7375J8Z2,1,circular_trading,60.53,15.36,26.54,0,8,1 missing return(s),1,30.61,1,MEDIUM,19.53
20RQIHI4066A3Z1,0,none,11.65,72.86,42.16,0,0,No flags,0,30.18,1,MEDIUM,13.83
21JBYEG5781A4ZR,0,none,39.3,21.65,37.79,0,28,4 missing returns (high) | Invoice match rate 83%,2,30.97,0,MEDIUM,16.19
10QERWG0228L9ZM,0,none,17.3,61.74,39.84,0,8,Invoice match rate 85%,1,30.29,1,MEDIUM,14.71
22DXQEW8734T9ZM,1,circular_trading,64.21,5.48,35.02,0,0,No flags,0,29.77,1,MEDIUM,15.94
22ZDYBF8423Y4ZW,1,circular_trading,65.01,6.45,28.08,0,8,Invoice match rate 85%,1,29.9,1,MEDIUM,15.25
36ELGOX7732K6Z0,0,none,5.74,76.02,46.0,0,0,No flags,0,30.05,1,MEDIUM,14.79
12WDABF6314N5ZP,0,none,43.8,18.05,45.73,0,8,Invoice match rate 82%,1,29.9,0,MEDIUM,14.45
08MPDDF6772H7ZA,1,circular_trading,37.56,29.07,35.92,0,20,4 missing returns (high),1,31.07,0,MEDIUM,23.05
10QSWNJ2992C3Z2,0,none,49.67,15.94,43.64,0,0,No flags,0,29.59,0,MEDIUM,15.85
01TRKOL3299S4ZR,0,none,1.8,73.04,48.61,0,8,1 missing return(s),1,30.3,1,MEDIUM,17.15
05EUGCT4287R3Z2,0,none,7.72,71.61,41.63,0,8,Invoice match rate 82%,1,29.73,1,MEDIUM,12.18
12MEETU1345L4Z7,1,circular_trading,61.62,4.89,37.35,0,0,No flags,0,29.33,1,MEDIUM,15.52
24ZJKUF7192Q8ZR,0,none,6.49,57.78,44.46,0,28,3 missing returns (high) | Invoice match rate 82%,2,30.85,0,MEDIUM,19.33
01MRJFL7762S1ZC,0,none,2.7,78.63,40.74,0,8,Invoice match rate 83%,1,29.54,1,MEDIUM,11.88
12AEJDR5176W3ZC,0,none,21.75,48.93,31.73,0,28,Invoice match rate 85% | New company (1yr) with high turnover,2,30.33,0,MEDIUM,15.82
32FHWYD3031F4ZR,0,none,8.61,73.3,37.56,0,8,1 missing return(s),1,29.76,1,MEDIUM,15.1
22KXWVC6263A7ZR,0,none,6.88,67.8,40.6,0,16,1 missing return(s) | Invoice match rate 84%,2,29.61,1,MEDIUM,11.38
22KDZUR9379C6Z5,1,circular_trading,51.19,10.35,40.57,0,8,1 missing return(s),1,29.45,0,MEDIUM,16.11
23YFZTD3993Y3ZW,1,circular_trading,60.0,4.95,38.33,0,0,No flags,0,29.07,1,MEDIUM,15.53
19MKABL5620D1ZD,0,none,10.32,73.4,38.92,0,0,No flags,0,29.41,1,MEDIUM,16.01
21HDFIV1084W3ZW,0,none,8.74,67.35,41.91,0,8,Invoice match rate 83%,1,29.32,1,MEDIUM,13.8
17IXOEH6893T5Z4,0,none,1.97,71.97,39.57,0,20,3 missing returns (high),1,31.12,1,MEDIUM,27.9
27RGHLL3196X7ZA,0,none,35.92,24.34,46.7,0,8,1 missing return(s),1,29.14,0,MEDIUM,14.52
14RHBAS2133W1Z8,0,none,2.35,78.68,39.28,0,8,2 missing return(s),1,28.97,1,MEDIUM,10.32
16BOHAB1346P1ZE,0,none,3.3,61.88,42.54,0,28,1 missing return(s) | New company (1yr) with high turnover,2,29.88,1,MEDIUM,14.35
17YSLYK6387E7ZQ,1,circular_trading,53.15,10.24,36.22,0,8,1 missing return(s),1,29.14,0,MEDIUM,16.93
19PPNHH7253W7ZM,0,none,30.47,28.67,49.4,0,8,1 missing return(s),1,29.61,0,MEDIUM,20.17
09LUFXC1268Y6ZM,0,none,3.41,73.54,42.32,0,8,Invoice match rate 84%,1,29.35,1,MEDIUM,15.59
20FOQEU3647C7ZS,0,none,1.7,69.03,44.1,0,16,2 missing return(s) | Invoice match rate 76%,2,29.01,1,MEDIUM,10.56
12ELEDW8014S6ZS,0,none,9.67,67.09,39.69,0,8,1 missing return(s),1,28.82,1,MEDIUM,11.49
16CFVET8264E8ZC,0,none,9.09,66.03,41.18,0,8,1 missing return(s),1,28.77,1,MEDIUM,11.77
07BNTQB6716Y7ZG,0,none,1.67,71.28,39.0,0,20,3 missing returns (high),1,29.37,1,MEDIUM,14.06
04ODGUT8950F6ZT,1,circular_trading,63.74,5.55,24.78,0,8,1 missing return(s),1,28.72,1,MEDIUM,16.41
10MBZZC5766W1Z6,0,none,8.34,66.74,40.97,0,8,2 missing return(s),1,29.03,1,MEDIUM,15.54
32HHNPL1665C2ZZ,1,circular_trading,62.98,7.85,22.95,0,8,Invoice match rate 85%,1,28.51,1,LOW,15.65
13DPBPL8512O9ZI,0,none,37.84,17.06,41.46,0,20,4 missing returns (high),1,28.92,0,LOW,14.91
21IVGAD4870L9ZE,0,none,5.37,70.09,40.83,0,8,1 missing return(s),1,28.66,1,LOW,13.65
11YGTNO9980G6Z7,1,circular_trading,67.55,4.1,24.28,0,0,No flags,0,28.09,1,LOW,15.79
36BXEYV6079X7Z3,0,none,3.34,61.83,46.8,0,16,2 missing return(s) | Invoice match rate 75%,2,28.85,1,LOW,13.88
37MPZMG8853P1ZL,0,none,1.46,72.68,43.14,0,8,2 missing return(s),1,29.09,1,LOW,18.9
12UWUKI9754I2Z2,0,none,1.61,67.91,42.870000000000005,0,16,2 missing return(s) | Invoice match rate 79%,2,28.64,1,LOW,12.21
18XOIHD0931B8Z5,0,none,18.97,49.24,46.52,0,0,No flags,0,28.29,0,LOW,15.27
05BGEYP5076J2ZN,0,none,10.51,70.45,36.99,0,0,No flags,0,28.32,1,LOW,15.34
33OASEC1128W3ZI,0,none,0.6,77.01,34.7,0,16,1 missing return(s) | Invoice match rate 73%,2,28.77,1,LOW,14.58
05OVPZG7220C7ZI,0,none,8.17,58.41,42.35,0,16,1 missing return(s) | Invoice match rate 83%,2,28.43,0,LOW,12.51
29MGLMT5796M5ZS,0,none,18.49,42.92,48.08,0,8,Invoice match rate 84%,1,28.32,0,LOW,14.77
21INFSY0424Y2ZJ,0,none,2.65,70.33,42.57,0,8,2 missing return(s),1,28.15,1,LOW,12.42
01BMEUD8012S7ZR,0,none,1.45,76.28,42.760000000000005,0,0,No flags,0,28.15,1,LOW,15.26
02GDVHM0661T6ZF,1,circular_trading,57.9,6.68,28.46,0,8,1 missing return(s),1,27.89,0,LOW,15.06
16CEDUJ7192D5ZH,1,circular_trading,60.75,6.82,24.31,0,8,Invoice match rate 84%,1,27.97,1,LOW,16.15
32WOSUS7203P9ZK,0,none,5.76,59.37,43.88,0,16,2 missing return(s) | Invoice match rate 81%,2,28.85,0,LOW,18.43
10SIEID4221I9Z5,0,none,3.64,74.23,36.67,0,8,1 missing return(s),1,27.99,1,LOW,12.21
33CIGIR1676B8ZX,0,none,10.0,69.45,37.05,0,0,No flags,0,27.76,1,LOW,13.31
17JMTKA2101Q2ZX,0,none,3.58,69.81,40.61,0,8,2 missing return(s),1,27.66,1,LOW,10.13
19ZZXXF9652C5Z8,0,none,13.47,49.89,46.65,0,8,Invoice match rate 80%,1,28.19,0,LOW,16.31
10WXBHQ3382W6ZF,0,none,36.34,15.31,41.66,0,20,4 missing returns (high),1,28.05,0,LOW,14.18
36EJUSD3592Z4ZD,0,none,4.97,70.38,37.55,0,8,1 missing return(s),1,27.88,1,LOW,13.63
16VTEAG4575Z2ZE,0,none,2.91,62.73,40.57,0,20,3 missing returns (high),1,28.22,1,LOW,14.19
27LGXSN4666N4ZP,0,none,5.18,64.01,43.1,0,8,1 missing return(s),1,28.19,1,LOW,17.87
33PZPST8201M8ZL,0,none,6.27,66.13,39.32,0,8,1 missing return(s),1,28.27,1,LOW,19.07
29NBIHT8471J6ZM,0,none,27.17,32.21,36.68,0,20,4 missing returns (high),1,28.37,0,LOW,18.63
07LNAIC3296B5Z4,0,none,6.3,64.34,35.96,0,16,2 missing return(s) | Invoice match rate 85%,2,27.96,1,LOW,14.47
21WGAUO3485L7ZR,0,none,13.98,69.11,30.02,0,0,No flags,0,27.1,1,LOW,10.97
08LPARN3832V8ZU,0,none,1.16,63.63,41.34,0,20,3 missing returns (high),1,32.72,1,LOW,60.79
27BRVMX9131S6Z3,0,none,35.62,23.4,40.43,0,8,1 missing return(s),1,27.53,0,LOW,15.17
18YHPRI3002L2Z7,0,none,3.74,58.51,42.52,0,20,3 missing returns (high),1,27.8,0,LOW,12.51
09GRZCZ3606Y4ZM,0,none,2.97,70.2,39.11,0,8,1 missing return(s),1,27.44,1,LOW,12.16
24YODIJ7351M7ZU,0,none,27.91,32.26,42.08,0,8,2 missing return(s),1,27.38,0,LOW,13.76
37DLXAJ7661C7ZG,0,none,6.18,60.78,43.88,0,8,1 missing return(s),1,27.92,1,LOW,17.58
01ZBVSA8939J5Z1,1,circular_trading,9.71,13.59,85.9,1,8,1 missing return(s),1,27.64,1,LOW,15.58
17CCEFJ9769Y6ZH,0,none,3.4,59.25,44.23,0,16,2 missing return(s) | Invoice match rate 80%,2,27.54,0,LOW,11.96
01VATWX1147G5Z6,0,none,2.62,65.93,43.35,0,8,1 missing return(s),1,27.61,1,LOW,15.05
29ZQPZM6557V7ZH,0,none,40.44,13.67,42.21,0,8,2 missing return(s),1,27.54,0,LOW,18.39
02IOOHY2168D3ZM,0,none,1.72,67.11,47.7,0,0,No flags,0,27.02,1,LOW,12.45
21TYWJY3315R6ZY,0,none,9.92,34.44,44.89,0,40,3 missing returns (high) | New company (1yr) with high turnover,2,28.49,1,LOW,16.65
20ZTITW8596V4Z6,0,none,26.46,25.04,42.96,0,20,4 missing returns (high),1,27.78,0,LOW,16.83
36YVJHB1719T7Z4,0,none,7.47,60.25,41.52,0,8,1 missing return(s),1,27.21,1,LOW,12.99
12FVUBO1004K1ZA,0,none,1.92,63.06,39.29,0,20,3 missing returns (high),1,30.78,1,LOW,44.9
24GQWMB6669H6Z6,0,none,7.53,68.55,37.85,0,0,No flags,0,26.86,1,LOW,11.95
