gstin,is_fraud,fraud_type,fraud_probability,predicted_fraud,risk_level,anomaly_score,anomaly_flag,graph_risk_score,in_circular_ring
27ABIWS2302R5ZB,0,none,18.65,0,LOW,5.4,0,28.22,0
27IZMXI1545W4ZV,0,none,18.63,0,LOW,6.66,0,41.17,0
27ZKCNO4029S2ZG,0,none,18.54,0,LOW,7.69,0,26.62,0
23GPYDQ4878B9ZX,0,none,18.53,0,LOW,7.66,0,45.44,0
18BJEZN0309S6ZE,0,none,18.52,0,LOW,8.47,0,44.269999999999996,0
29MGLMT5796M5ZS,0,none,18.49,0,LOW,42.92,1,48.08,0
17YRGYD0649O2ZF,0,none,18.43,0,LOW,14.06,0,43.43,0
07KOAIM3041Z1ZB,0,none,18.43,0,LOW,17.98,0,29.8,0
13TVPOR5713W8ZV,0,none,18.42,0,LOW,13.6,0,44.43,0
18KGEKO0433H2ZK,0,none,18.36,0,LOW,15.69,0,42.39,0
10DNGTI2972U4ZH,0,none,18.36,0,LOW,4.65,0,23.36,0
22ELPOA3341I6ZG,0,none,18.32,0,LOW,5.99,0,39.42,0
12WARSX8714U1Z6,0,none,18.31,0,LOW,6.32,0,36.879999999999995,0
27TQMTI2433G7ZB,0,none,18.26,0,LOW,8.92,0,37.129999999999995,0
04XHCIX7865B4Z7,0,none,18.26,0,LOW,24.45,0,43.5,0
08MXDGD8458B4ZL,0,none,18.23,0,LOW,9.12,0,40.71,0
11YQLOR8399E6Z8,0,none,18.2,0,LOW,8.59,0,38.36,0
17GHBEM2522H8ZN,0,none,18.19,0,LOW,2.09,0,28.14,0
09QDEEI2426T4ZF,0,none,18.17,0,LOW,12.85,0,42.61,0
10BEKJU1025J7ZF,0,none,18.16,0,LOW,14.82,0,46.22,0
02RMXLW1578Q9ZF,0,none,18.15,0,LOW,42.53,1,41.54,0
33VXENE0285I8ZA,0,none,18.15,0,LOW,11.63,0,44.71,0
16EGYTC3996N7ZP,0,none,18.14,0,LOW,25.75,0,44.9,0
12SDYGA8750Q1ZZ,0,none,18.03,0,LOW,4.05,0,40.22,0
04RSHSD5764N5ZI,0,none,18.01,0,LOW,12.64,0,38.31,0
04OQTOZ0065S4Z7,0,none,17.97,0,LOW,6.38,0,23.12,0
14UKNHM6677Z2Z0,0,none,17.97,0,LOW,11.67,0,44.85,0
29DDBMI1558K1ZC,0,none,17.96,0,LOW,33.83,1,43.58,0
04SIYKC5329A7ZL,0,none,17.9,0,LOW,17.2,0,43.64,0
04WERIA2790Z9Z1,0,none,17.89,0,LOW,46.98,1,32.83,0
14RPKII3325Y1ZZ,0,none,17.86,0,LOW,15.93,0,41.870000000000005,0
07UYGLY9209D1ZS,0,none,17.83,0,LOW,11.32,0,43.18,0
33UUCTJ6865O4ZU,0,none,17.81,0,LOW,8.53,0,25.43,0
11OTBSR8175Z3ZO,0,none,17.8,0,LOW,12.99,0,37.18,0
09WQTFR8116Z2ZL,0,none,17.71,0,LOW,13.73,0,41.71,0
08NIWPJ0884R2ZD,0,none,17.67,0,LOW,14.41,0,22.38,0
17IQVYZ8569X4ZB,0,none,17.64,0,LOW,35.53,1,48.18,0
10AGWJC8048L6Z7,0,none,17.62,0,LOW,15.39,0,24.0,0
20QMHSS0713M9Z4,0,none,17.61,0,LOW,17.96,0,43.59,0
12AJDCV8294O2Z6,0,none,17.56,0,LOW,4.86,0,40.1,0
13QCQJU2139C7ZN,0,none,17.56,0,LOW,6.63,0,38.53,0
37VPIKI4173Z7ZI,1,circular_trading,17.46,0,LOW,7.37,0,44.06,0
03SXWQV5720I9Z8,0,none,17.43,0,LOW,25.59,0,47.92,0
11VGNIM3839F5ZJ,0,none,17.42,0,LOW,11.27,0,26.9,0
03PCFEO1563S5Z4,0,none,17.41,0,LOW,18.84,0,32.68,0
11JYWDR8778W8ZL,0,none,17.4,0,LOW,11.36,0,39.34,0
05MBSJG2265H9ZL,0,none,17.36,0,LOW,13.1,0,39.69,0
10QERWG0228L9ZM,0,none,17.3,0,LOW,61.74,1,39.84,0
23KDWDF7915Z6Z9,0,none,17.29,0,LOW,12.17,0,39.019999999999996,0
24RETOM2694V5ZZ,0,none,17.28,0,LOW,10.74,0,26.08,0
29UMLBU2373F5ZB,0,none,17.18,0,LOW,10.0,0,38.59,0
06BRPQG3598H5Z5,0,none,17.14,0,LOW,8.9,0,23.64,0
05UDDUM5871N1ZY,0,none,17.14,0,LOW,13.23,0,26.65,0
13UQYSP5255N4ZW,0,none,17.02,0,LOW,16.38,0,43.67,0
11NTXZQ9436O6Z2,0,none,16.99,0,LOW,5.77,0,31.53,0
06QBRHP3460V7ZK,1,circular_trading,16.99,0,LOW,22.99,0,40.22,0
03TILIA7720Z5Z1,0,none,16.99,0,LOW,5.25,0,38.59,0
17EHLKP6298V5ZN,0,none,16.96,0,LOW,3.92,0,25.68,0
10NEMTZ4791W5ZD,0,none,16.92,0,LOW,7.69,0,23.02,0
18GHKLH0175M4ZL,0,none,16.91,0,LOW,10.36,0,40.81,0
06QBZRK7940I4Z6,0,none,16.91,0,LOW,7.6,0,36.019999999999996,0
05DFKOX4377P6ZL,0,none,16.88,0,LOW,9.2,0,25.51,0
14GUPFA2769N3ZC,0,none,16.86,0,LOW,10.24,0,24.95,0
10TLVCS6619G9Z0,0,none,16.84,0,LOW,9.93,0,41.19,0
19PKNEK3005K8Z9,0,none,16.81,0,LOW,34.1,1,40.260000000000005,0
03OCBVU1687Z5ZI,0,none,16.81,0,LOW,11.58,0,39.45,0
12UBQNT8025D4Z8,0,none,16.78,0,LOW,11.02,0,47.29,0
04RDVLV4334J1ZZ,0,none,16.77,0,LOW,8.67,0,24.32,0
15VHMGO2500R5ZG,0,none,16.77,0,LOW,7.72,0,24.96,0
14INMZF8923X4Z8,0,none,16.76,0,LOW,3.31,0,39.41,0
17TKQTK7365F6Z8,0,none,16.76,0,LOW,8.65,0,42.09,0
36LZKDZ5600C2ZT,0,none,16.73,0,LOW,37.23,1,41.93,0
22TCVEJ7402D2ZE,0,none,16.66,0,LOW,14.78,0,38.28,0
20LKMEG8574V6ZF,0,none,16.65,0,LOW,5.31,0,39.05,0
12WVZEE8362Z3ZP,0,none,16.64,0,LOW,10.65,0,41.33,0
09MEBZP0853Z7ZQ,0,none,16.62,0,LOW,20.78,0,25.51,0
37VGQZU0955K8ZM,1,circular_trading,16.59,0,LOW,9.81,0,41.3,0
27ULWSM4763D2ZL,0,none,16.53,0,LOW,36.02,1,23.97,0
11GCIXE0993T8ZB,0,none,16.46,0,LOW,17.09,0,39.39,0
37YOZEQ3834K7Z2,0,none,16.45,0,LOW,19.67,0,41.129999999999995,0
04MLVQE9440G4ZT,0,none,16.43,0,LOW,22.86,0,45.59,0
14WTPOH4456V8ZO,0,none,16.36,0,LOW,1.28,0,42.69,0
11ZTNEM5097F1Z9,1,circular_trading,16.35,0,LOW,23.45,0,39.05,0
22RKTBA0532O1ZA,0,none,16.27,0,LOW,12.78,0,40.68,0
11XSZMS2599D8Z8,0,none,16.25,0,LOW,12.06,0,40.870000000000005,0
21XQWJQ8380K2ZQ,0,none,16.25,0,LOW,12.89,0,42.4,0
06EIVOH4560P6ZK,0,none,16.22,0,LOW,13.14,0,23.77,0
08TPFNS5852X7Z7,0,none,16.2,0,LOW,9.03,0,44.96,0
19JYEMX3563K5Z4,0,none,16.18,0,LOW,10.19,0,30.95,0
05UBUSI8948F6Z3,0,none,16.15,0,LOW,16.87,0,49.07,0
32XXGAW2392F3Z3,0,none,16.11,0,LOW,11.52,0,40.97,0
22VJXCK7155S5Z8,0,none,16.09,0,LOW,16.38,0,30.79,0
05YUUTL3752P5ZS,0,none,16.04,0,LOW,22.17,0,28.64,0
11SOPSB8985V1ZJ,0,none,16.04,0,LOW,8.38,0,43.82,0
07RVKNY9745F2ZA,0,none,16.03,0,LOW,6.48,0,45.43,0
05GVPZV0898I3ZK,0,none,15.98,0,LOW,10.38,0,23.77,0
27VTDWY3471G7Z8,0,none,15.95,0,LOW,15.15,0,21.01,0
11DBAPL6421O9ZH,1,circular_trading,15.95,0,LOW,11.16,0,36.29,0
05KPRZX0366V9ZD,0,none,15.92,0,LOW,5.99,0,23.11,0
19CWXHN9900V5ZY,0,none,15.9,0,LOW,25.96,0,33.11,0
36XFCYI1711K4ZT,0,none,15.86,0,LOW,7.97,0,39.019999999999996,0
27AVTGU6684U5Z2,0,none,15.85,0,LOW,63.58,1,44.84,0
10VQMCF6941Z7Z4,0,none,15.82,0,LOW,20.23,0,21.74,0
33SNRXL9781S2ZM,0,none,15.78,0,LOW,9.16,0,36.18,0
21ILDSG1335F7ZF,0,none,15.76,0,LOW,0.57,0,38.25,0
36ADUYJ6338R8ZW,0,none,15.76,0,LOW,24.17,0,32.18,0
22DKDZX0639C1ZR,0,none,15.75,0,LOW,10.83,0,41.28,0
09SVJSW2806M8ZS,0,none,15.74,0,LOW,36.46,1,25.0,0
16VCUOO1543C3ZR,0,none,15.72,0,LOW,23.89,0,38.92,0
09PILBM8223O5ZR,0,none,15.71,0,LOW,24.32,0,35.120000000000005,0
14MJOZW7594D6ZD,0,none,15.71,0,LOW,3.2,0,24.37,0
13YSSYN1063S3ZK,0,none,15.7,0,LOW,0.32,0,40.81,0
33KQEYW9880X6Z0,0,none,15.7,0,LOW,2.94,0,22.69,0
12XZAOZ1204S7ZU,0,none,15.68,0,LOW,4.89,0,38.03,0
16DIHVB6896A5Z0,0,none,15.66,0,LOW,6.34,0,43.519999999999996,0
14LUNIT3432G1ZO,0,none,15.62,0,LOW,14.81,0,42.32,0
06HKDSI5251B6ZC,0,none,15.61,0,LOW,8.03,0,23.65,0
16RLEUI2460Q3ZU,0,none,15.6,0,LOW,21.06,0,43.55,0
02QNATS9357M4ZS,0,none,15.6,0,LOW,8.5,0,42.39,0
21GSEVX4571V8ZN,0,none,15.59,0,LOW,2.4,0,42.69,0
13ANYWX3708G3ZS,0,none,15.58,0,LOW,4.39,0,39.61,0
11QFNVX4299B4Z9,0,none,15.55,0,LOW,10.48,0,23.63,0
11AYKYJ3672K9Z6,0,none,15.55,0,LOW,11.86,0,34.25,0
17ZQARS6143D2Z1,0,none,15.54,0,LOW,2.94,0,37.81,0
29BAOIX0623P7ZP,0,none,15.52,0,LOW,10.51,0,42.71,0
32QCTFX2031P5ZZ,0,none,15.51,0,LOW,10.22,0,26.58,0
19TQSNV2804S2ZQ,0,none,15.47,0,LOW,5.26,0,38.629999999999995,0
10AUQFD1438H1ZW,0,none,15.47,0,LOW,7.2,0,38.11,0
15BVISQ5688U8ZF,0,none,15.46,0,LOW,10.72,0,22.2,0
08GYYAR0736P7ZB,0,none,15.43,0,LOW,8.98,0,44.07,0
32JFYDK7562E5ZU,0,none,15.42,0,LOW,8.64,0,42.84,0
27ZVLWY8021K8ZN,0,none,15.41,0,LOW,14.41,0,44.79,0
17ZBYTC4945W3ZM,0,none,15.4,0,LOW,2.4,0,40.78,0
03NGDDL8141C4ZF,0,none,15.38,0,LOW,16.21,0,39.59,0
02WYZLO2007P6ZW,0,none,15.37,0,LOW,34.66,1,26.08,0
16YKQKQ9409C1Z6,0,none,15.37,0,LOW,8.61,0,39.28,0
12UNKTC3240H3ZZ,0,none,15.37,0,LOW,11.8,0,39.91,0
02LOQCD9207O8Z6,0,none,15.35,0,LOW,8.5,0,27.96,0
33ETJCD1819Z2ZN,0,none,15.33,0,LOW,22.38,0,36.230000000000004,0
19XSICC7319V6ZL,0,none,15.24,0,LOW,10.04,0,36.489999999999995,0
20OKWYA5845T8ZX,0,none,15.24,0,LOW,7.84,0,36.97,0
05RUPBT8673K5ZD,0,none,15.23,0,LOW,4.01,0,21.48,0
06WFHSJ8852L3ZE,0,none,15.22,0,LOW,24.18,0,41.96,0
16ALGBZ4534Z3Z1,0,none,15.22,0,LOW,15.09,0,26.25,0
16TDSCA9989N9Z5,0,none,15.2,0,LOW,10.21,0,45.89,0
20IQYIC9019W6ZT,0,none,15.18,0,LOW,0.86,0,38.2,0
14FLJGB9198L6ZI,0,none,15.16,0,LOW,34.9,1,44.68,0
20URTDY7891Q5ZO,0,none,15.16,0,LOW,21.51,0,41.65,0
03NZAQK6984I3Z1,0,none,15.1,0,LOW,12.45,0,41.75,0
20GOCPA2129R1ZG,0,none,15.09,0,LOW,9.5,0,37.010000000000005,0
08QVFEF3817I1Z8,0,none,15.09,0,LOW,16.81,0,40.21,0
12DTJYZ7755K3ZZ,0,none,15.08,0,LOW,7.29,0,26.96,0
02EBJDA5630D7ZL,0,none,15.07,0,LOW,19.01,0,43.980000000000004,0
15XHUWS3736L9ZS,0,none,15.05,0,LOW,10.27,0,26.88,0
14LGUDR1362W6ZL,0,none,15.04,0,LOW,9.53,0,27.91,0
36GXRDN4781P2ZN,0,none,15.02,0,LOW,12.65,0,41.93,0
09ZCBJJ2139N5ZN,0,none,15.02,0,LOW,17.04,0,32.95,0
22PJUHG0237E7ZU,0,none,15.01,0,LOW,16.61,0,32.79,0
10WSSXY9043M5Z4,0,none,15.01,0,LOW,7.21,0,42.25,0
15NMCTG8113X9ZO,0,none,15.0,0,LOW,9.32,0,23.51,0
20NICVZ6917R7ZD,0,none,14.99,0,LOW,5.28,0,39.43,0
27VFAXB0085C9Z2,0,none,14.98,0,LOW,15.39,0,41.67,0
03UZQXO6438H8ZV,0,none,14.96,0,LOW,23.99,0,42.11,0
18JRZAJ7101G3ZC,0,none,14.95,0,LOW,15.52,0,39.28,0
32HMOZY8771C6Z1,0,none,14.88,0,LOW,77.37,1,40.36,0
14HUZLT6840X4ZM,0,none,14.86,0,LOW,17.31,0,36.66,0
09LJUAN7978C9ZU,0,none,14.86,0,LOW,10.15,0,41.35,0
18FZTJI3715Z7ZN,0,none,14.85,0,LOW,10.28,0,39.17,0
23DJCLT1187S5ZW,0,none,14.83,0,LOW,16.05,0,45.16,0
08GAVFH3433D4ZL,0,none,14.79,0,LOW,13.04,0,39.1,0
33PUIRJ1673Z5ZV,0,none,14.78,0,LOW,14.25,0,40.44,0
19TOIMX7513K8ZJ,0,none,14.78,0,LOW,1.15,0,38.2,0
29XCZVP1940Q1Z6,0,none,14.78,0,LOW,19.34,0,43.58,0
18WRAIZ9048B8ZS,0,none,14.77,0,LOW,21.08,0,37.31,0
36DXILN2964Q6ZD,0,none,14.76,0,LOW,13.08,0,41.1,0
24NAWDH2182C4ZC,0,none,14.75,0,LOW,2.39,0,26.48,0
23CBVII0591N3ZM,0,none,14.74,0,LOW,12.05,0,38.55,0
10XSCYY4749T8Z7,0,none,14.74,0,LOW,12.08,0,47.92,0
16RDWVY6556L4ZC,0,none,14.73,0,LOW,14.84,0,39.72,0
21ORRQH4612K4ZS,0,none,14.71,0,LOW,7.64,0,41.769999999999996,0
21CYPOY2052N5Z2,0,none,14.69,0,LOW,7.81,0,26.4,0
29NKLPP1133O7ZQ,0,none,14.68,0,LOW,11.77,0,41.58,0
13FMDKS1910T6ZP,0,none,14.68,0,LOW,4.95,0,24.05,0
17XTVMN9590F1ZH,0,none,14.64,0,LOW,15.97,0,44.21,0
10RREAD0435X5ZK,0,none,14.63,0,LOW,24.86,0,29.28,0
01JEPRQ6395Z2Z3,0,none,14.63,0,LOW,11.73,0,38.89,0
08POSIO3595U5Z6,0,none,14.62,0,LOW,21.37,0,47.1,0
08TDACR6478T4Z8,0,none,14.6,0,LOW,3.13,0,43.239999999999995,0
13TGFHL2591P3ZJ,0,none,14.6,0,LOW,16.66,0,47.9,0
15MPZUV5678B3Z7,0,none,14.6,0,LOW,8.2,0,36.5,0
22ZNYCZ1921N6ZU,0,none,14.59,0,LOW,42.25,1,32.26,0
18QOYSW4500I7Z7,0,none,14.58,0,LOW,12.16,0,37.81,0
37HFSUU3156H4ZQ,0,none,14.56,0,LOW,10.28,0,43.629999999999995,0
05ASJVP3690A6Z9,0,none,14.56,0,LOW,12.27,0,38.6,0
37YZRTQ1262Y1Z3,0,none,14.55,0,LOW,10.87,0,42.61,0
03MRDUH4707T6ZB,0,none,14.53,0,LOW,32.08,1,24.86,0
09XJXXN7515C5ZI,0,none,14.52,0,LOW,34.85,1,39.120000000000005,0
06CWDJU5021N9ZH,0,none,14.48,0,LOW,11.6,0,40.42,0
36NJQPN7791B9ZW,0,none,14.48,0,LOW,7.87,0,37.94,0
17YZSOM5529Z2ZQ,0,none,14.46,0,LOW,3.1,0,41.6,0
14PMUZF1160T2ZH,0,none,14.46,0,LOW,13.44,0,38.07,0
24TTHCB0252O5ZI,0,none,14.45,0,LOW,16.96,0,38.33,0
18NQRWR1276V3ZN,0,none,14.44,0,LOW,4.7,0,30.02,0
14LFNKN3367E5ZF,0,none,14.42,0,LOW,19.1,0,36.97,0
08JWNLZ8626U9ZG,0,none,14.41,0,LOW,17.1,0,31.67,0
37MHFID3882U9Z2,0,none,14.4,0,LOW,15.45,0,45.11,0
23MQCGV5546P4ZG,0,none,14.38,0,LOW,12.56,0,36.15,0
36CRYFJ8466Q6ZC,0,none,14.38,0,LOW,14.09,0,47.4,0
10SMYNN0666L2ZO,0,none,14.37,0,LOW,10.4,0,26.69,0
08VZLZB6989Q4ZF,0,none,14.33,0,LOW,16.41,0,24.94,0
21LHJHB6744K4ZX,0,none,14.28,0,LOW,11.73,0,36.42,0
14PZBLQ4555J8ZQ,0,none,14.28,0,LOW,11.92,0,33.67,0
11UBQNF7396E4ZG,0,none,14.26,0,LOW,14.82,0,32.09,0
32AXBII0844V1ZU,0,none,14.25,0,LOW,19.1,0,42.34,0
12GGTKD6178E7ZN,0,none,14.24,0,LOW,32.13,1,31.62,0
33RJFSY9283Q1ZA,0,none,14.24,0,LOW,18.96,0,30.42,0
16YJIFY0657C4ZT,0,none,14.22,0,LOW,18.29,0,42.72,0
23ZSDST2138U4ZK,0,none,14.21,0,LOW,10.84,0,23.94,0
09EVOLH0139I1Z6,0,none,14.2,0,LOW,1.32,0,26.18,0
16DESEA0485T5Z6,0,none,14.2,0,LOW,26.46,0,43.980000000000004,0
12ULQEG0153H5ZR,0,none,14.18,0,LOW,10.38,0,41.92,0
05JADBO3266Q5ZM,0,none,14.17,0,LOW,4.31,0,39.75,0
09IHUCR1997U9ZT,0,none,14.12,0,LOW,20.29,0,28.78,0
11KNRGD7752Z9ZG,0,none,14.08,0,LOW,8.56,0,26.38,0
03KSIST4839Z3ZN,0,none,14.08,0,LOW,29.6,1,20.4,0
13QPDYE5057O8ZH,0,none,14.06,0,LOW,9.01,0,41.89,0
03RAHLE7854B9ZG,0,none,14.06,0,LOW,26.4,0,50.99,0
03XHJVJ3346I9ZV,0,none,14.06,0,LOW,5.77,0,23.62,0
10MVLQB8409X7ZZ,0,none,14.05,0,LOW,3.62,0,39.370000000000005,0
09ZSEUG8394S8ZL,0,none,14.05,0,LOW,30.79,1,44.980000000000004,0
02ROPAE7178L6ZW,0,none,14.02,0,LOW,40.86,1,41.89,0
36LZRAM5851C7ZD,0,none,14.02,0,LOW,18.55,0,42.11,0
24MHUAQ9936R1ZS,0,none,14.01,0,LOW,69.68,1,40.230000000000004,0
19QHJRL5901A6ZH,0,none,13.99,0,LOW,17.55,0,40.83,0
32OCKLE1586X3Z0,0,none,13.99,0,LOW,5.1,0,44.61,0
23ZLLYT5286T9ZB,0,none,13.99,0,LOW,10.19,0,44.239999999999995,0
21WGAUO3485L7ZR,0,none,13.98,0,LOW,69.11,1,30.02,0
33XSCZY2010O6ZD,0,none,13.95,0,LOW,20.91,0,40.91,0
33JNTSZ8440O5ZM,0,none,13.94,0,LOW,17.09,0,48.54,0
07DEWBD6958H7ZY,0,none,13.92,0,LOW,17.22,0,40.370000000000005,0
29YBNIC8750G1ZZ,0,none,13.9,0,LOW,5.11,0,39.379999999999995,0
15MWGLF3893A1Z2,0,none,13.9,0,LOW,9.06,0,38.260000000000005,0
32UQEJQ8854P3ZR,0,none,13.88,0,LOW,15.35,0,28.47,0
11VAGFE7927S6Z1,0,none,13.88,0,LOW,6.01,0,38.46,0
07CLPVW5374S2ZB,0,none,13.87,0,LOW,8.62,0,35.620000000000005,0
15YWCSX2791P7ZI,0,none,13.84,0,LOW,10.98,0,35.510000000000005,0
05DMBPF7268N3ZL,0,none,13.83,0,LOW,11.99,0,38.14,0
02XRDGY1483C5Z5,0,none,13.79,0,LOW,20.22,0,41.519999999999996,0
14DVOVU9265J1ZE,0,none,13.76,0,LOW,1.21,0,23.35,0
17PDWNU3295L3ZG,0,none,13.76,0,LOW,17.55,0,42.5,0
27QIKKS7703T1ZK,0,none,13.75,0,LOW,7.45,0,24.26,0
22UFTHZ4126C9ZL,0,none,13.74,0,LOW,7.35,0,37.75,0
24QJWCU8396F1ZG,0,none,13.73,0,LOW,7.04,0,36.2,0
20CLQBS0499I1ZA,0,none,13.73,0,LOW,16.96,0,28.7,0
04AHNIQ8357R4Z1,0,none,13.73,0,LOW,13.87,0,36.18,0
19KZULK8775M5ZY,0,none,13.7,0,LOW,21.98,0,35.739999999999995,0
06JEBVR7546O4Z2,0,none,13.69,0,LOW,6.34,0,29.43,0
29XQZWY2588K6Z7,0,none,13.69,0,LOW,12.79,0,40.07,0
18BKNZR9522M1Z6,0,none,13.67,0,LOW,26.76,0,45.010000000000005,0
37SVMII1908D7Z7,0,none,13.66,0,LOW,16.03,0,25.59,0
13CWEUH7614N5ZI,0,none,13.65,0,LOW,10.56,0,46.11,0
12NEFPI3212A8Z6,0,none,13.65,0,LOW,1.6,0,38.239999999999995,0
33LAOMI8854L5ZS,0,none,13.64,0,LOW,37.68,1,23.73,0
15HSEXU4089W6ZN,0,none,13.64,0,LOW,7.18,0,42.129999999999995,0
21EQHHV8455Q3ZE,0,none,13.63,0,LOW,3.73,0,41.269999999999996,0
27TEEQM1095V7Z0,1,circular_trading,13.62,0,LOW,9.6,0,44.370000000000005,0
27AUSZC9116G9ZD,0,none,13.62,0,LOW,19.93,0,36.879999999999995,0
09ENWQG7651G5ZL,0,none,13.62,0,LOW,23.12,0,48.01,0
32UEDGJ6071N7ZS,0,none,13.61,0,LOW,14.89,0,43.870000000000005,0
37QOUVM8432G5ZM,0,none,13.6,0,LOW,12.06,0,27.49,0
03ZKMPN0637N6ZY,0,none,13.6,0,LOW,12.27,0,39.39,0
37EGJFC3044H4Z9,0,none,13.6,0,LOW,9.96,0,38.28,0
11QFTFH4440Y7ZU,0,none,13.6,0,LOW,5.36,0,40.96,0
12ADDQX2594W2ZL,0,none,13.59,0,LOW,61.71,1,39.82,0
37KJJTJ9804P2ZX,0,none,13.57,0,LOW,6.68,0,25.46,0
13IDYTF3262Q7ZP,0,none,13.55,0,LOW,1.86,0,38.879999999999995,0
06DNFOR3374O2ZU,0,none,13.53,0,LOW,3.11,0,42.92,0
03HAOCM1154F1ZH,0,none,13.52,0,LOW,17.18,0,38.89,0
29NMYBL1338S6ZL,0,none,13.49,0,LOW,27.42,0,41.58,0
27UOEUU1444P7ZA,0,none,13.49,0,LOW,9.27,0,24.64,0
36KRCTK5149Z9Z0,0,none,13.48,0,LOW,10.64,0,36.15,0
01VJIVA7101N8ZN,0,none,13.48,0,LOW,7.46,0,26.13,0
19ZZXXF9652C5Z8,0,none,13.47,0,LOW,49.89,1,46.65,0
23MGILQ1920G5Z6,0,none,13.46,0,LOW,3.81,0,33.15,0
20EPZEZ4606D6ZQ,0,none,13.45,0,LOW,4.09,0,34.93,0
06MMUGP5229R2ZM,0,none,13.45,0,LOW,19.14,0,46.3,0
37MLPUQ2949S9ZC,0,none,13.4,0,LOW,24.56,0,42.05,0
23SIAXK5393Y1ZL,0,none,13.36,0,LOW,23.54,0,32.24,0
10CBHJZ4718I4Z7,0,none,13.35,0,LOW,9.49,0,41.480000000000004,0
12CSKCO6869G7Z3,0,none,13.33,0,LOW,8.63,0,43.989999999999995,0
20JBVVF9601P5ZC,0,none,13.31,0,LOW,4.11,0,23.84,0
22FQQDN5776V7ZB,0,none,13.3,0,LOW,15.1,0,45.620000000000005,0
08UFCQB8422J8ZV,0,none,13.28,0,LOW,20.66,0,36.35,0
32KVSIC2325Z1ZP,0,none,13.27,0,LOW,15.9,0,38.53,0
06IBERS3593T5ZY,0,none,13.25,0,LOW,7.03,0,43.230000000000004,0
15NAWEB8211M1Z1,0,none,13.23,0,LOW,6.54,0,39.89,0
11ZTGEG5273Q5ZC,0,none,13.23,0,LOW,8.39,0,24.98,0
10WQMNP1858H7ZQ,0,none,13.22,0,LOW,51.56,1,22.43,0
24GECYX2358L5ZL,0,none,13.22,0,LOW,19.82,0,27.01,0
19OGEZE1691L3ZM,0,none,13.22,0,LOW,14.42,0,44.32,0
23EILJH6982I2Z8,0,none,13.2,0,LOW,3.71,0,29.53,0
08CSRUR0945V1Z7,0,none,13.2,0,LOW,7.37,0,41.15,0
18QGUYI8443O3ZY,0,none,13.19,0,LOW,6.3,0,36.35,0
23CINMF9612V1Z2,0,none,13.19,0,LOW,5.7,0,42.739999999999995,0
23PPFOX7698V7ZC,0,none,13.18,0,LOW,73.91,1,42.269999999999996,0
13INYJC9033D9ZD,0,none,13.18,0,LOW,4.92,0,26.36,0
14JWZLB6172H7Z5,0,none,13.17,0,LOW,70.89,1,40.120000000000005,0
09HFEWU1643G3Z9,0,none,13.15,0,LOW,10.7,0,42.4,0
01WDIWE3550L4ZG,0,none,13.12,0,LOW,77.37,1,36.730000000000004,0
19UKPOY4688V5Z9,0,none,13.08,0,LOW,23.61,0,38.94,0
13ZZPAD2630T7ZV,0,none,13.07,0,LOW,21.63,0,40.69,0
18EIGMA5467U1Z1,0,none,13.06,0,LOW,4.88,0,25.83,0
15PSBUK3259R9ZC,0,none,13.03,0,LOW,10.05,0,42.36,0
02GIKIN4572G6ZW,0,none,13.03,0,LOW,26.75,0,38.97,0
08HWPLA6889O3Z5,0,none,13.03,0,LOW,4.35,0,38.83,0
03DTLBI9082J8ZW,0,none,13.02,0,LOW,8.19,0,29.43,0
21YOOTT5674D3ZL,0,none,13.01,0,LOW,5.92,0,37.260000000000005,0
14FCHRS4766Z9ZB,0,none,13.01,0,LOW,28.13,1,43.53,0
36YBSOU2530M9ZM,0,none,13.0,0,LOW,22.75,0,49.46,0
13TYEYX1794U7ZJ,0,none,12.99,0,LOW,4.74,0,39.17,0
07SAWRC7309U3ZI,0,none,12.98,0,LOW,21.84,0,23.65,0
14TDYAP8724Z7ZY,0,none,12.96,0,LOW,9.68,0,40.64,0
20YSNYE9680I3ZN,0,none,12.94,0,LOW,10.48,0,37.42,0
07ZOAVA8586U8Z0,0,none,12.94,0,LOW,5.08,0,24.02,0
22TPFPT3386Y7ZE,0,none,12.93,0,LOW,18.99,0,26.52,0
33FDRRN3866O8Z5,0,none,12.93,0,LOW,9.05,0,37.31,0
16ZCFCC0244U2ZA,0,none,12.92,0,LOW,6.49,0,42.2,0
02NFVIK2032K1Z9,0,none,12.91,0,LOW,8.6,0,39.36,0
13TLKKF1895G1ZH,0,none,12.87,0,LOW,20.38,0,27.6,0
10QDIZB2458N5ZN,0,none,12.84,0,LOW,13.9,0,22.78,0
32YFQUM1539S2ZM,0,none,12.83,0,LOW,7.63,0,42.66,0
24JKLCD3321B3ZI,0,none,12.82,0,LOW,17.81,0,42.8,0
17KAGWR5144A3ZA,0,none,12.82,0,LOW,4.78,0,25.62,0
33CUIEO4243L2Z7,0,none,12.82,0,LOW,20.0,0,35.519999999999996,0
14FRDQE9262L3ZD,0,none,12.82,0,LOW,3.06,0,23.72,0
14EHWQD8728F5ZB,0,none,12.82,0,LOW,7.61,0,41.61,0
10OAALQ7941L2ZX,0,none,12.8,0,LOW,8.25,0,25.1,0
09WKCRT5380X3ZU,0,none,12.8,0,LOW,3.2,0,37.269999999999996,0
16QQHVK1364U1ZP,0,none,12.79,0,LOW,12.41,0,28.45,0
13OJHDW5437H4ZC,0,none,12.78,0,LOW,12.78,0,24.35,0
